"x"
"1" 0.986880658588082
"2" 0.979375090157487
"3" 0.941514679724523
"4" 0.988030541282653
"5" 0.988959262221651
"6" 0.948478500753945
"7" 0.952667573391471
"8" 0.988192703427253
"9" 0.97538900980197
"10" 0.983412586083719
"11" 0.944502524654705
"12" 0.989902622932929
"13" 0.93914559085472
"14" 0.980814716602962
"15" 0.945257172276362
"16" 0.942255278127762
"17" 0.98003215877293
"18" 0.98509801160156
"19" 0.925239653625761
"20" 0.97199442143843
"21" 0.985274580647047
"22" 0.982726683050774
"23" 0.989353247850885
"24" 0.984952351740301
"25" 0.950822466331531
"26" 0.95050741296061
"27" 0.940495779334539
"28" 0.980041449370928
"29" 0.523243088354746
"30" 0.985706104931854
"31" 0.954107216044254
"32" 0.952056234353632
"33" 0.982004838772167
"34" 0.941108770340198
"35" 0.942493243534161
"36" 0.951194234138454
"37" 0.983669992875006
"38" 0.986242137205351
"39" 0.983706415623048
"40" 0.983775124218152
"41" 0.95232519406513
"42" 0.982749822230328
"43" 0.944259085338521
"44" 0.979118549967802
"45" 0.985289195553859
"46" 0.944694066733481
"47" 0.946608456926624
"48" 0.980505734133323
"49" 0.943966389330129
"50" 0.946355077877369
"51" 0.9741054146356
"52" 0.986599910973174
"53" 0.972062736591181
"54" 0.98587294483289
"55" 0.952526237871618
"56" 0.945048903081501
"57" 0.989461797237533
"58" 0.971506926132685
"59" 0.980406527227781
"60" 0.942758663015759
"61" 0.953314791269952
"62" 0.934968966832458
"63" 0.987470046425117
"64" 0.950074599276793
"65" 0.988809335493108
"66" 0.989786201133264
"67" 0.926598178337695
"68" 0.988472204814643
"69" 0.938229929870657
"70" 0.970029411457164
"71" 0.969273577056249
"72" 0.952584659436486
"73" 0.97751797272884
"74" 0.952530581055802
"75" 0.942784657795512
"76" 0.988687767839623
"77" 0.950096777835369
"78" 0.980688133131983
"79" 0.983814925723881
"80" 0.949593774230816
"81" 0.989780635852258
"82" 0.969914095356111
"83" 0.990101143388055
"84" 0.947908281642066
"85" 0.989443935728137
"86" 0.989395253214647
"87" 0.94254322255032
"88" 0.984096954816884
"89" 0.986096346298643
"90" 0.946486739032728
"91" 0.983111336850417
"92" 0.987055340248134
"93" 0.941933251500376
"94" 0.985389882464483
"95" 0.977911235354493
"96" 0.981886757653429
"97" 0.956380191266933
"98" 0.951069004990683
"99" 0.986898823929506
"100" 0.954960064112432
